# Title: August 2025 Contiguous U.S. County Precipitation
# Units: Inches
# Note: Period of Record: 131 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
TN-163,Sullivan County,Tennessee,3.85,66,-0.08,3.93
TN-165,Sumner County,Tennessee,1.42,9,-2.34,3.76
TN-167,Tipton County,Tennessee,0.87,8,-2.49,3.36
TN-169,Trousdale County,Tennessee,1.43,7,-2.52,3.95
TN-171,Unicoi County,Tennessee,4.27,64,-0.21,4.48
TN-173,Union County,Tennessee,3.89,81,0.23,3.66
TN-175,Van Buren County,Tennessee,4.21,70,-0.23,4.44
TN-177,Warren County,Tennessee,4.14,72,-0.17,4.31
TN-179,Washington County,Tennessee,4.12,70,0.05,4.07
TN-181,Wayne County,Tennessee,1.86,20,-1.83,3.69
TN-183,Weakley County,Tennessee,0.5,4,-2.98,3.48
TN-185,White County,Tennessee,3.68,61,-0.68,4.36
TN-187,Williamson County,Tennessee,1.14,4,-2.48,3.62
TN-189,Wilson County,Tennessee,2.07,16,-1.9,3.97
TX-001,Anderson County,Texas,4.27,114,1.99,2.28
TX-003,Andrews County,Texas,0.58,25,-1.28,1.86
TX-005,Angelina County,Texas,3.42,88,0.34,3.08
TX-007,Aransas County,Texas,1.88,62,-0.95,2.83
TX-009,Archer County,Texas,3.96,116,1.87,2.09
TX-011,Armstrong County,Texas,2.32,60,-0.32,2.64
TX-013,Atascosa County,Texas,1.17,55,-0.95,2.12
TX-015,Austin County,Texas,2.4,67,-0.49,2.89
TX-017,Bailey County,Texas,2.1,56,-0.45,2.55
TX-019,Bandera County,Texas,2.97,95,0.67,2.3
TX-021,Bastrop County,Texas,1.24,53,-0.84,2.08
TX-023,Baylor County,Texas,3.29,113,1.24,2.05
TX-025,Bee County,Texas,1.46,54,-1.09,2.55
TX-027,Bell County,Texas,1.64,76,-0.21,1.85
TX-029,Bexar County,Texas,1.7,71,-0.48,2.18
TX-031,Blanco County,Texas,1.43,57,-0.74,2.17
TX-033,Borden County,Texas,1.91,75,-0.17,2.08
TX-035,Bosque County,Texas,2.46,92,0.45,2.01
TX-037,Bowie County,Texas,2.36,64,-0.55,2.91
TX-039,Brazoria County,Texas,3.48,68,-0.32,3.8
TX-041,Brazos County,Texas,3.6,102,1.1,2.5
TX-043,Brewster County,Texas,0.86,22,-1.01,1.87
TX-045,Briscoe County,Texas,2.76,80,0.29,2.47
TX-047,Brooks County,Texas,1.42,69,-0.76,2.18
TX-049,Brown County,Texas,0.79,36,-1.07,1.86
TX-051,Burleson County,Texas,2.4,84,0.13,2.27
TX-053,Burnet County,Texas,1.16,52,-0.75,1.91
TX-055,Caldwell County,Texas,0.87,39,-1.16,2.03
TX-057,Calhoun County,Texas,2.4,64,-0.77,3.17
TX-059,Callahan County,Texas,1.25,50,-0.95,2.2
TX-061,Cameron County,Texas,2.77,96,0.44,2.33
TX-063,Camp County,Texas,4.16,109,1.59,2.57
TX-065,Carson County,Texas,2.6,67,-0.17,2.77
TX-067,Cass County,Texas,2.9,82,0.09,2.81
TX-069,Castro County,Texas,2.03,56,-0.64,2.67
TX-071,Chambers County,Texas,3.44,62,-0.86,4.3
TX-073,Cherokee County,Texas,4.17,111,1.66,2.51
TX-075,Childress County,Texas,1.96,64,-0.15,2.11
TX-077,Clay County,Texas,4.37,117,2.18,2.19
TX-079,Cochran County,Texas,2.23,63,-0.3,2.53
TX-081,Coke County,Texas,0.89,40,-1.16,2.05
TX-083,Coleman County,Texas,0.56,16,-1.47,2.03
TX-085,Collin County,Texas,2.53,86,0.24,2.29
TX-087,Collingsworth County,Texas,1.84,49,-0.52,2.36
TX-089,Colorado County,Texas,2.1,64,-0.7,2.8
TX-091,Comal County,Texas,1.29,53,-0.97,2.26
TX-093,Comanche County,Texas,1.41,56,-0.48,1.89
TX-095,Concho County,Texas,0.7,25,-1.43,2.13
TX-097,Cooke County,Texas,3.49,100,1.11,2.38
TX-099,Coryell County,Texas,1.84,79,-0.07,1.91
TX-101,Cottle County,Texas,2.97,97,0.81,2.16
TX-103,Crane County,Texas,0.49,24,-1.03,1.52
TX-105,Crockett County,Texas,1.42,67,-0.46,1.88
TX-107,Crosby County,Texas,2.63,84,0.23,2.4
TX-109,Culberson County,Texas,0.56,10,-1.5,2.06
TX-111,Dallam County,Texas,2.41,72,-0.05,2.46
TX-113,Dallas County,Texas,3.43,105,1.33,2.1
TX-115,Dawson County,Texas,2.05,81,0.03,2.02
TX-117,Deaf Smith County,Texas,2.56,65,-0.27,2.83
TX-119,Delta County,Texas,2.21,62,-0.32,2.53
TX-121,Denton County,Texas,3.09,93,0.84,2.25
TX-123,DeWitt County,Texas,1.08,34,-1.47,2.55
TX-125,Dickens County,Texas,1.82,64,-0.6,2.42
TX-127,Dimmit County,Texas,0.45,26,-1.6,2.05
TX-129,Donley County,Texas,1.99,49,-0.46,2.45
TX-131,Duval County,Texas,2.39,88,0.3,2.09
TX-133,Eastland County,Texas,1.57,62,-0.5,2.07
TX-135,Ector County,Texas,0.24,6,-1.37,1.61
TX-137,Edwards County,Texas,1.36,53,-0.92,2.28
TX-139,Ellis County,Texas,3.15,103,1.11,2.04
TX-141,El Paso County,Texas,0.57,11,-1.11,1.68
TX-143,Erath County,Texas,2.15,79,0.06,2.09
TX-145,Falls County,Texas,2.83,93,0.85,1.98
TX-147,Fannin County,Texas,2.54,79,0.1,2.44
TX-149,Fayette County,Texas,1.72,60,-0.69,2.41
TX-151,Fisher County,Texas,1.33,54,-0.83,2.16
TX-153,Floyd County,Texas,1.44,32,-1.08,2.52
TX-155,Foard County,Texas,3.87,121,1.8,2.07
TX-157,Fort Bend County,Texas,3.81,89,0.31,3.5
TX-159,Franklin County,Texas,2.7,81,0.03,2.67
TX-161,Freestone County,Texas,5.5,123,3.36,2.14
TX-163,Frio County,Texas,1.18,59,-0.9,2.08
TX-165,Gaines County,Texas,1.95,76,-0.18,2.13
TX-167,Galveston County,Texas,4.13,74,-0.02,4.15
TX-169,Garza County,Texas,2.77,96,0.65,2.12
TX-171,Gillespie County,Texas,1.79,72,-0.51,2.3
TX-173,Glasscock County,Texas,1.05,40,-0.96,2.01
TX-175,Goliad County,Texas,1.45,51,-1.15,2.6
TX-177,Gonzales County,Texas,0.75,26,-1.49,2.24
TX-179,Gray County,Texas,2.44,63,-0.13,2.57
TX-181,Grayson County,Texas,3.52,98,1.01,2.51
TX-183,Gregg County,Texas,5.26,116,2.77,2.49
TX-185,Grimes County,Texas,3.55,98,0.75,2.8
TX-187,Guadalupe County,Texas,0.74,34,-1.35,2.09
TX-189,Hale County,Texas,1.88,52,-0.6,2.48
TX-191,Hall County,Texas,2.16,66,-0.05,2.21
TX-193,Hamilton County,Texas,1.88,72,-0.09,1.97
TX-195,Hansford County,Texas,3.76,110,1.3,2.46
TX-197,Hardeman County,Texas,2.99,102,0.91,2.08
TX-199,Hardin County,Texas,2.78,36,-1.2,3.98
TX-201,Harris County,Texas,3.6,79,-0.08,3.68
TX-203,Harrison County,Texas,5.71,116,2.9,2.81
TX-205,Hartley County,Texas,2.06,48,-0.61,2.67
TX-207,Haskell County,Texas,1.74,68,-0.42,2.16
TX-209,Hays County,Texas,1.17,46,-0.9,2.07
TX-211,Hemphill County,Texas,4.69,122,2.15,2.54
TX-213,Henderson County,Texas,4.8,118,2.66,2.14
TX-215,Hidalgo County,Texas,1.64,78,-0.44,2.08
TX-217,Hill County,Texas,2.79,100,0.73,2.06
TX-219,Hockley County,Texas,2.52,86,0.17,2.35
TX-221,Hood County,Texas,2.73,91,0.63,2.1
TX-223,Hopkins County,Texas,2.42,76,-0.07,2.49
TX-225,Houston County,Texas,2.78,83,0.22,2.56
TX-227,Howard County,Texas,1.36,52,-0.67,2.03
TX-229,Hudspeth County,Texas,0.6,7,-1.35,1.95
TX-231,Hunt County,Texas,2.39,81,0.06,2.33
TX-233,Hutchinson County,Texas,2.84,81,0.28,2.56
TX-235,Irion County,Texas,1.53,60,-0.56,2.09
TX-237,Jack County,Texas,4.02,106,1.7,2.32
TX-239,Jackson County,Texas,2.08,59,-0.94,3.02
TX-241,Jasper County,Texas,4.1,80,0.28,3.82
TX-243,Jeff Davis County,Texas,0.66,8,-1.88,2.54
TX-245,Jefferson County,Texas,3.05,34,-1.55,4.6
TX-247,Jim Hogg County,Texas,1.6,78,-0.52,2.12
TX-249,Jim Wells County,Texas,1.55,66,-0.81,2.36
TX-251,Johnson County,Texas,2.68,93,0.61,2.07
TX-253,Jones County,Texas,1.6,62,-0.56,2.16
TX-255,Karnes County,Texas,1.24,48,-1.1,2.34
TX-257,Kaufman County,Texas,3.54,109,1.55,1.99
TX-259,Kendall County,Texas,2.07,81,-0.17,2.24
TX-261,Kenedy County,Texas,1.47,71,-0.78,2.25
TX-263,Kent County,Texas,1.73,67,-0.52,2.25
TX-265,Kerr County,Texas,2.29,83,-0.03,2.32
TX-267,Kimble County,Texas,1.34,53,-1.09,2.43
TX-269,King County,Texas,2.66,94,0.41,2.25
TX-271,Kinney County,Texas,0.76,38,-1.29,2.05
TX-273,Kleberg County,Texas,0.84,33,-1.51,2.35
TX-275,Knox County,Texas,3.72,113,1.56,2.16
TX-277,Lamar County,Texas,3,82,0.27,2.73
TX-279,Lamb County,Texas,2.04,56,-0.48,2.52
TX-281,Lampasas County,Texas,1.32,59,-0.55,1.87
TX-283,La Salle County,Texas,1.07,58,-0.91,1.98
TX-285,Lavaca County,Texas,1.82,65,-0.75,2.57
TX-287,Lee County,Texas,1.47,57,-0.69,2.16
TX-289,Leon County,Texas,3.37,104,1.03,2.34
TX-291,Liberty County,Texas,3.3,65,-0.57,3.87
TX-293,Limestone County,Texas,4.49,115,2.41,2.08
TX-295,Lipscomb County,Texas,6.41,128,3.89,2.52
TX-297,Live Oak County,Texas,1.54,68,-0.74,2.28
TX-299,Llano County,Texas,1.33,59,-0.79,2.12
TX-301,Loving County,Texas,0.55,25,-1.03,1.58
TX-303,Lubbock County,Texas,2.93,96,0.68,2.25
TX-305,Lynn County,Texas,2.67,93,0.57,2.1
TX-307,McCulloch County,Texas,0.73,27,-1.34,2.07
TX-309,McLennan County,Texas,2.78,104,0.87,1.91
TX-311,McMullen County,Texas,1.43,72,-0.56,1.99
TX-313,Madison County,Texas,3.63,105,1.12,2.51
TX-315,Marion County,Texas,4.53,108,1.7,2.83
TX-317,Martin County,Texas,0.85,32,-1.03,1.88
TX-319,Mason County,Texas,1.25,46,-1.05,2.3
TX-321,Matagorda County,Texas,2.46,55,-1.18,3.64
TX-323,Maverick County,Texas,0.41,26,-1.66,2.07
TX-325,Medina County,Texas,2.25,87,0.12,2.13
TX-327,Menard County,Texas,1.06,39,-1.3,2.36
TX-329,Midland County,Texas,0.53,22,-1.29,1.82
TX-331,Milam County,Texas,1.87,79,-0.12,1.99
TX-333,Mills County,Texas,1.41,60,-0.45,1.86
TX-335,Mitchell County,Texas,1.22,47,-0.92,2.14
TX-337,Montague County,Texas,3.8,105,1.52,2.28
TX-339,Montgomery County,Texas,3.73,93,0.49,3.24
TX-341,Moore County,Texas,2.5,68,-0.07,2.57
TX-343,Morris County,Texas,3.28,94,0.68,2.6
TX-345,Motley County,Texas,1.76,49,-0.6,2.36
TX-347,Nacogdoches County,Texas,3.87,100,0.84,3.03
TX-349,Navarro County,Texas,4.82,119,2.73,2.09
TX-351,Newton County,Texas,4.52,84,0.43,4.09
TX-353,Nolan County,Texas,1.01,45,-1.22,2.23
TX-355,Nueces County,Texas,1.01,38,-1.52,2.53
TX-357,Ochiltree County,Texas,4.43,118,1.94,2.49
TX-359,Oldham County,Texas,2.57,67,-0.16,2.73
TX-361,Orange County,Texas,3.39,40,-1.34,4.73
TX-363,Palo Pinto County,Texas,3.11,103,0.96,2.15
TX-365,Panola County,Texas,5.98,119,3.11,2.87
TX-367,Parker County,Texas,3.13,99,0.86,2.27
TX-369,Parmer County,Texas,2.14,55,-0.54,2.68
TX-371,Pecos County,Texas,0.95,38,-0.73,1.68
TX-373,Polk County,Texas,3.63,88,0.31,3.32
TX-375,Potter County,Texas,2.36,54,-0.38,2.74
TX-377,Presidio County,Texas,0.91,16,-1.37,2.28
TX-379,Rains County,Texas,3.28,103,1.08,2.2
TX-381,Randall County,Texas,2.03,48,-0.72,2.75
TX-383,Reagan County,Texas,1.26,49,-0.69,1.95
TX-385,Real County,Texas,2.61,86,0.2,2.42
TX-387,Red River County,Texas,2.49,69,-0.27,2.76
TX-389,Reeves County,Texas,0.54,21,-1.06,1.6
TX-391,Refugio County,Texas,1.88,59,-0.96,2.84
TX-393,Roberts County,Texas,2.91,85,0.37,2.54
TX-395,Robertson County,Texas,3.45,102,1.23,2.22
TX-397,Rockwall County,Texas,2.97,95,0.76,2.21
TX-399,Runnels County,Texas,0.7,33,-1.34,2.04
TX-401,Rusk County,Texas,5.19,116,2.53,2.66
TX-403,Sabine County,Texas,4.17,89,0.6,3.57
TX-405,San Augustine County,Texas,3.82,88,0.43,3.39
TX-407,San Jacinto County,Texas,3.91,95,0.72,3.19
TX-409,San Patricio County,Texas,1.52,54,-1.18,2.7
TX-411,San Saba County,Texas,1.25,51,-0.8,2.05
TX-413,Schleicher County,Texas,1.56,61,-0.61,2.17
TX-415,Scurry County,Texas,1.88,68,-0.32,2.2
TX-417,Shackelford County,Texas,1.84,75,-0.35,2.19
TX-419,Shelby County,Texas,5.02,109,1.86,3.16
TX-421,Sherman County,Texas,3.17,103,0.77,2.4
TX-423,Smith County,Texas,5.12,120,2.77,2.35
TX-425,Somervell County,Texas,2.37,90,0.43,1.94
TX-427,Starr County,Texas,1.1,59,-0.78,1.88
TX-429,Stephens County,Texas,2.02,77,-0.04,2.06
TX-431,Sterling County,Texas,1.14,44,-0.99,2.13
TX-433,Stonewall County,Texas,1.22,49,-0.93,2.15
TX-435,Sutton County,Texas,1.35,52,-0.82,2.17
TX-437,Swisher County,Texas,1.77,42,-0.83,2.6
TX-439,Tarrant County,Texas,2.81,93,0.69,2.12
TX-441,Taylor County,Texas,1.24,49,-0.99,2.23
TX-443,Terrell County,Texas,1.21,70,-0.28,1.49
TX-445,Terry County,Texas,2.93,93,0.76,2.17
TX-447,Throckmorton County,Texas,2.18,85,0.08,2.1
TX-449,Titus County,Texas,2.74,83,0.06,2.68
TX-451,Tom Green County,Texas,1.47,54,-0.64,2.11
TX-453,Travis County,Texas,1.22,55,-0.63,1.85
TX-455,Trinity County,Texas,3.08,85,0.2,2.88
TX-457,Tyler County,Texas,3.89,86,0.33,3.56
TX-459,Upshur County,Texas,5.1,118,2.63,2.47
TX-461,Upton County,Texas,0.76,30,-1.02,1.78
TX-463,Uvalde County,Texas,2.14,82,-0.05,2.19
TX-465,Val Verde County,Texas,0.86,46,-0.82,1.68
TX-467,Van Zandt County,Texas,4.16,116,2.03,2.13
TX-469,Victoria County,Texas,2.01,60,-0.81,2.82
TX-471,Walker County,Texas,3.76,100,1.03,2.73
TX-473,Waller County,Texas,2.93,81,-0.14,3.07
TX-475,Ward County,Texas,0.46,27,-0.96,1.42
TX-477,Washington County,Texas,2.37,74,-0.23,2.6
TX-479,Webb County,Texas,1.88,75,-0.1,1.98
TX-481,Wharton County,Texas,2.15,55,-1.06,3.21
TX-483,Wheeler County,Texas,2.66,86,0.24,2.42
TX-485,Wichita County,Texas,4.13,116,2,2.13
TX-487,Wilbarger County,Texas,3.09,104,0.98,2.11
TX-489,Willacy County,Texas,2.05,81,-0.26,2.31
TX-491,Williamson County,Texas,1.32,61,-0.53,1.85
TX-493,Wilson County,Texas,0.96,43,-1.27,2.23
TX-495,Winkler County,Texas,0.31,11,-1.26,1.57
TX-497,Wise County,Texas,2.94,92,0.7,2.24
TX-499,Wood County,Texas,4.33,115,1.92,2.41
TX-501,Yoakum County,Texas,2.16,78,-0.18,2.34
TX-503,Young County,Texas,3.17,100,0.95,2.22
TX-505,Zapata County,Texas,1.43,75,-0.38,1.81
TX-507,Zavala County,Texas,0.76,48,-1.22,1.98
UT-001,Beaver County,Utah,0.83,41,-0.49,1.32
UT-003,Box Elder County,Utah,1.38,119,0.69,0.69
UT-005,Cache County,Utah,1.58,101,0.48,1.1
UT-007,Carbon County,Utah,1.73,91,0.27,1.46
UT-009,Daggett County,Utah,1.29,70,-0.03,1.32
UT-011,Davis County,Utah,1.39,97,0.35,1.04
UT-013,Duchesne County,Utah,1.58,73,-0.01,1.59
UT-015,Emery County,Utah,0.77,47,-0.42,1.19
UT-017,Garfield County,Utah,1.03,36,-0.6,1.63
UT-019,Grand County,Utah,0.65,31,-0.61,1.26
UT-021,Iron County,Utah,1.39,67,-0.14,1.53
UT-023,Juab County,Utah,1.07,94,0.18,0.89
UT-025,Kane County,Utah,1.03,40,-0.47,1.5
UT-027,Millard County,Utah,0.7,55,-0.22,0.92
UT-029,Morgan County,Utah,1.39,89,0.15,1.24
UT-031,Piute County,Utah,1.27,45,-0.44,1.71
UT-033,Rich County,Utah,1.25,92,0.24,1.01
UT-035,Salt Lake County,Utah,1.05,78,-0.02,1.07
UT-037,San Juan County,Utah,0.81,39,-0.46,1.27
UT-039,Sanpete County,Utah,1.12,53,-0.33,1.45
UT-041,Sevier County,Utah,1.17,46,-0.41,1.58
UT-043,Summit County,Utah,1.11,48,-0.5,1.61
UT-045,Tooele County,Utah,0.76,87,0.06,0.7
UT-047,Uintah County,Utah,1.17,75,-0,1.17
UT-049,Utah County,Utah,1.25,76,0.03,1.22
UT-051,Wasatch County,Utah,1.48,68,-0.14,1.62
UT-053,Washington County,Utah,1.29,63,-0.14,1.43
UT-055,Wayne County,Utah,0.69,38,-0.52,1.21
UT-057,Weber County,Utah,1.98,112,0.89,1.09
VT-001,Addison County,Vermont,1.6,7,-2.29,3.89
VT-003,Bennington County,Vermont,1.45,1,-2.78,4.23
VT-005,Caledonia County,Vermont,0.86,1,-3.13,3.99
VT-007,Chittenden County,Vermont,1.63,6,-2.35,3.98
VT-009,Essex County,Vermont,0.97,1,-3.17,4.14
VT-011,Franklin County,Vermont,1.66,2,-2.44,4.1
VT-013,Grand Isle County,Vermont,1.65,9,-1.83,3.48
VT-015,Lamoille County,Vermont,1.51,3,-2.7,4.21
VT-017,Orange County,Vermont,1.05,1,-2.69,3.74
VT-019,Orleans County,Vermont,1.19,1,-3.02,4.21
VT-021,Rutland County,Vermont,1.61,5,-2.36,3.97
VT-023,Washington County,Vermont,1.24,1,-2.76,4
VT-025,Windham County,Vermont,1.78,9,-2.12,3.9
VT-027,Windsor County,Vermont,1.81,9,-1.96,3.77
VA-001,Accomack County,Virginia,2.74,40,-1.65,4.39
VA-003,Albemarle County,Virginia,1.8,14,-2.55,4.35
VA-005,Alleghany County,Virginia,2.81,36,-1.12,3.93
VA-007,Amelia County,Virginia,1.83,14,-2.65,4.48
VA-009,Amherst County,Virginia,3.92,71,-0.47,4.39
VA-011,Appomattox County,Virginia,1.78,15,-2.46,4.24
VA-013,Arlington County,Virginia,0.93,4,-3.41,4.34
VA-015,Augusta County,Virginia,2.43,29,-1.44,3.87
VA-017,Bath County,Virginia,1.81,7,-2.23,4.04
VA-019,Bedford County,Virginia,3.47,64,-0.72,4.19
VA-021,Bland County,Virginia,1.58,4,-2.29,3.87
VA-023,Botetourt County,Virginia,3.93,78,-0.08,4.01
VA-025,Brunswick County,Virginia,3.31,46,-1.38,4.69
VA-027,Buchanan County,Virginia,2.72,22,-1.4,4.12
VA-029,Buckingham County,Virginia,1.96,15,-2.37,4.33
VA-031,Campbell County,Virginia,1.74,12,-2.48,4.22
VA-033,Caroline County,Virginia,1.54,8,-3.11,4.65
VA-035,Carroll County,Virginia,3.2,50,-1.1,4.3
VA-036,Charles City County,Virginia,2.95,34,-1.71,4.66
VA-037,Charlotte County,Virginia,2.26,22,-2.2,4.46
VA-041,Chesterfield County,Virginia,2.06,15,-2.53,4.59
VA-043,Clarke County,Virginia,1.58,13,-2.26,3.84
VA-045,Craig County,Virginia,4.03,83,0.11,3.92
VA-047,Culpeper County,Virginia,2.01,23,-2.12,4.13
VA-049,Cumberland County,Virginia,1.89,18,-2.54,4.43
VA-051,Dickenson County,Virginia,3.08,32,-0.97,4.05
VA-053,Dinwiddie County,Virginia,2.48,21,-2.11,4.59
VA-057,Essex County,Virginia,1.84,14,-2.66,4.5
VA-059,Fairfax County,Virginia,1.12,4,-3.15,4.27
VA-061,Fauquier County,Virginia,1.62,13,-2.52,4.14
VA-063,Floyd County,Virginia,3.71,73,-0.57,4.28
VA-065,Fluvanna County,Virginia,1.86,15,-2.55,4.41
VA-067,Franklin County,Virginia,4.32,83,0.16,4.16
VA-069,Frederick County,Virginia,1.67,9,-2.03,3.7
VA-071,Giles County,Virginia,2.3,23,-1.53,3.83
VA-073,Gloucester County,Virginia,3.06,34,-1.76,4.82
VA-075,Goochland County,Virginia,1.62,8,-2.97,4.59
VA-077,Grayson County,Virginia,3.34,41,-1.09,4.43
VA-079,Greene County,Virginia,2.07,20,-2.28,4.35
VA-081,Greensville County,Virginia,3.15,38,-1.67,4.82
VA-083,Halifax County,Virginia,3.25,55,-1.1,4.35
VA-085,Hanover County,Virginia,1.8,14,-2.98,4.78
VA-087,Henrico County,Virginia,2.19,23,-2.54,4.73
VA-089,Henry County,Virginia,3.66,61,-0.75,4.41
VA-091,Highland County,Virginia,1.46,3,-2.74,4.2
VA-093,Isle of Wight County,Virginia,3.53,39,-1.67,5.2
VA-095,James City County,Virginia,3.29,42,-1.48,4.77
VA-097,King and Queen County,Virginia,2.46,23,-2.27,4.73
VA-099,King George County,Virginia,1.05,3,-3.4,4.45
VA-101,King William County,Virginia,2.33,23,-2.46,4.79
VA-103,Lancaster County,Virginia,2.46,22,-2.24,4.7
VA-105,Lee County,Virginia,3.98,68,-0.16,4.14
VA-107,Loudoun County,Virginia,1.37,7,-2.76,4.13
VA-109,Louisa County,Virginia,1.54,7,-3.06,4.6
VA-111,Lunenburg County,Virginia,3.29,45,-1.34,4.63
VA-113,Madison County,Virginia,2.3,20,-2.01,4.31
VA-115,Mathews County,Virginia,2.9,31,-1.92,4.82
VA-117,Mecklenburg County,Virginia,4.52,77,-0.24,4.76
VA-119,Middlesex County,Virginia,2.73,30,-2.03,4.76
VA-121,Montgomery County,Virginia,3.31,62,-0.51,3.82
VA-125,Nelson County,Virginia,3.33,54,-1.06,4.39
VA-127,New Kent County,Virginia,2.75,33,-2.02,4.77
VA-131,Northampton County,Virginia,2.75,35,-1.78,4.53
VA-133,Northumberland County,Virginia,1.79,11,-2.73,4.52
VA-135,Nottoway County,Virginia,2.15,18,-2.36,4.51
VA-137,Orange County,Virginia,2,19,-2.37,4.37
VA-139,Page County,Virginia,1.99,15,-2.12,4.11
VA-141,Patrick County,Virginia,4.1,68,-0.8,4.9
VA-143,Pittsylvania County,Virginia,2.8,37,-1.44,4.24
VA-145,Powhatan County,Virginia,1.7,14,-2.84,4.54
VA-147,Prince Edward County,Virginia,1.93,17,-2.49,4.42
VA-149,Prince George County,Virginia,2.98,30,-1.64,4.62
VA-153,Prince William County,Virginia,1.2,4,-3.03,4.23
VA-155,Pulaski County,Virginia,2.32,26,-1.45,3.77
VA-157,Rappahannock County,Virginia,1.99,20,-2.04,4.03
VA-159,Richmond County,Virginia,1.7,13,-2.7,4.4
VA-161,Roanoke County,Virginia,4.87,92,0.81,4.06
VA-163,Rockbridge County,Virginia,3.85,78,-0.12,3.97
VA-165,Rockingham County,Virginia,1.73,10,-2.23,3.96
VA-167,Russell County,Virginia,2.45,16,-1.59,4.04
VA-169,Scott County,Virginia,3.66,52,-0.51,4.17
VA-171,Shenandoah County,Virginia,1.91,18,-1.9,3.81
VA-173,Smyth County,Virginia,2.13,9,-2.1,4.23
VA-175,Southampton County,Virginia,3.78,45,-1.3,5.08
VA-177,Spotsylvania County,Virginia,1.48,11,-3.07,4.55
VA-179,Stafford County,Virginia,1.24,7,-3.14,4.38
VA-181,Surry County,Virginia,3.65,46,-1.17,4.82
VA-183,Sussex County,Virginia,3.46,44,-1.36,4.82
VA-185,Tazewell County,Virginia,2,8,-2.07,4.07
VA-187,Warren County,Virginia,1.92,20,-1.78,3.7
VA-191,Washington County,Virginia,3,34,-1.1,4.1
VA-193,Westmoreland County,Virginia,1.19,4,-3.07,4.26
VA-195,Wise County,Virginia,3.75,52,-0.42,4.17
VA-197,Wythe County,Virginia,1.47,5,-2.41,3.88
VA-199,York County,Virginia,3.23,41,-1.64,4.87
VA-510,Alexandria City,Virginia,0.84,3,-3.46,4.3
VA-520,Bristol City,Virginia,3.78,61,-0.21,3.99
VA-530,Buena Vista City,Virginia,4.54,93,0.5,4.04
VA-540,Charlottesville City,Virginia,1.66,12,-2.75,4.41
VA-550,Chesapeake City,Virginia,3.24,28,-2.14,5.38
VA-570,Colonial Heights City,Virginia,2.44,20,-2.11,4.55
VA-580,Covington City,Virginia,2.78,37,-1.07,3.85
VA-590,Danville City,Virginia,2.44,32,-1.85,4.29
VA-595,Emporia City,Virginia,3.14,36,-1.69,4.83
VA-600,Fairfax City,Virginia,1.24,7,-3.06,4.3
VA-610,Falls Church City,Virginia,1.16,5,-3.15,4.31
VA-620,Franklin City,Virginia,3.8,46,-1.49,5.29
VA-630,Fredericksburg City,Virginia,1.34,9,-3.19,4.53
VA-640,Galax City,Virginia,3.26,53,-1.08,4.34
VA-650,Hampton City,Virginia,3,36,-2.01,5.01
VA-660,Harrisonburg City,Virginia,1.59,12,-2.26,3.85
VA-670,Hopewell City,Virginia,2.6,29,-1.97,4.57
VA-680,Lynchburg City,Virginia,2.43,30,-1.82,4.25
VA-683,Manassas City,Virginia,1.21,7,-2.93,4.14
VA-685,Manassas Park City,Virginia,1.17,5,-3.04,4.21
VA-690,Martinsville City,Virginia,3.78,67,-0.6,4.38
VA-700,Newport News City,Virginia,3.22,37,-1.84,5.06
VA-710,Norfolk City,Virginia,2.73,27,-2.37,5.1
VA-720,Norton City,Virginia,3.82,59,-0.33,4.15
VA-730,Petersburg City,Virginia,2.67,25,-1.9,4.57
VA-735,Poquoson City,Virginia,2.99,38,-1.93,4.92
VA-740,Portsmouth City,Virginia,2.92,30,-2.29,5.21
VA-750,Radford City,Virginia,2.71,42,-0.99,3.7
VA-760,Richmond City,Virginia,2.13,21,-2.59,4.72
VA-770,Roanoke City,Virginia,5.33,95,1.3,4.03
VA-775,Salem City,Virginia,5.15,96,1.16,3.99
VA-790,Staunton City,Virginia,2.39,35,-1.31,3.7
VA-800,Suffolk City,Virginia,3.28,31,-2.09,5.37
VA-810,Virginia Beach City,Virginia,3.63,40,-1.67,5.3
VA-820,Waynesboro City,Virginia,2.26,29,-1.68,3.94
VA-830,Williamsburg City,Virginia,3.44,45,-1.33,4.77
VA-840,Winchester City,Virginia,1.6,13,-2.1,3.7
WA-001,Adams County,Washington,0.13,51,-0.18,0.31
WA-003,Asotin County,Washington,0.46,59,-0.4,0.86
WA-005,Benton County,Washington,0.09,57,-0.15,0.24
WA-007,Chelan County,Washington,0.88,86,0.09,0.79
WA-009,Clallam County,Washington,2.35,94,0.51,1.84
WA-011,Clark County,Washington,1.26,85,-0.05,1.31
WA-013,Columbia County,Washington,0.23,43,-0.48,0.71
WA-015,Cowlitz County,Washington,1.57,84,-0.05,1.62
WA-017,Douglas County,Washington,0.43,89,0.01,0.42
WA-019,Ferry County,Washington,1,86,0.05,0.95
WA-021,Franklin County,Washington,0.07,44,-0.2,0.27
WA-023,Garfield County,Washington,0.34,57,-0.34,0.68
WA-025,Grant County,Washington,0.31,93,0.05,0.26
WA-027,Grays Harbor County,Washington,3.34,104,1.36,1.98
WA-029,Island County,Washington,0.88,73,-0.1,0.98
WA-031,Jefferson County,Washington,2.82,96,0.74,2.08
WA-033,King County,Washington,2.29,93,0.5,1.79
WA-035,Kitsap County,Washington,1.06,88,0.15,0.91
